ClosestIndex	B_r
32005	-2.16225317237666
32016	-3.60563768209151
32028	-3.73637490655825
32039	-8.91912061418456
32051	-5.7001449138738
32154	-1.40869707971858
32165	-3.41856558612969
32177	-4.36613764842884
32188	-4.6872450257223
32199	-2.99861823189483
32211	-1.92105825508857
32314	-3.84001656274648
32325	-2.45410017391393
32337	-2.35634317057871
32348	-5.52316845614894
32360	-3.26229860478906
32371	-4.17264146555539
32394	-4.74015355742585
32405	-5.49665745392508
32417	-5.17122657533869
32428	-4.77360384819132
32440	-5.46662507054542
32451	-5.0636104414408
32463	-4.5494585401311
32474	-5.15269318044172
32486	-4.20252418625774
32497	-3.66562743591053
32508	-4.12102010324289
32543	-1.80818738146589
32554	-0.0787062412664606
32566	-0.432191792510642
32577	-0.600321927084351
32589	-0.906562123551647
32600	-0.152978808211991
32611	-1.6629376801601
32623	0.723538296618868
32634	2.00991898044219
32646	5.45410358607598
32657	-0.100225002059743
32680	0.381342678762206
32692	6.09360908669906
32703	2.35211397722734
32714	2.08349251015935
32726	0.436245762823887
32737	0.574526300854826
32749	0.66876402730695
32760	1.70905760339674
32772	2.25455871885955
32783	5.20858339113265
32795	4.83850852758732
32806	5.59058471435326
32817	5.17089204462022
32829	5.75826016380107
32840	3.29347084838699
32852	5.46982118735335
32863	1.6289912373968
32875	-0.333172668580352
32886	5.37794936687448
32898	3.41956824415895
32909	3.16945772575827
32920	0.59808475009252
32932	3.96772803401135
32943	4.37770513869736
32955	2.74054087826015
32966	8.41712475989492
32978	-8.93490139685824
32989	-3.34277969702852
33001	-0.544520879596368
33012	-1.11621834278856
33023	-2.41558793744139
33035	-1.99908710166528
33046	6.79785981177092
33058	7.60223670876269
33069	4.2463396782002
33081	3.28983186375904
33092	2.82840249076258
33104	1.55624482873968
33115	5.8366454994286
33126	0.918176108963822
33138	1.50581688595128
33149	1.5341448125403
33161	2.9114720660583
33172	2.28090529231545
33184	2.2800329000268
33195	1.92379162520341
33207	4.08774380374045
33218	2.62827297658673
33229	2.24520518127364
33241	0.0474996318360589
33252	1.92720384587166
33264	-1.78545256894499
33275	-12.2548883794119
34191	5.12952588786386
34202	0.987070507927654
34214	-1.92172307143537
34259	-1.15535835127751
34271	10.892087758971
34443	10.6219559310959
34454	6.85800080995928
34465	15.3555395638289
34477	15.8120099706112
34488	13.9681107788526
34500	17.0877988829947
34523	14.9632765627424
34534	8.48814623141876
34545	13.9915581062001
34557	12.8162688225501
34568	4.1325650053196
34580	6.50229688942951
34591	4.35747409396456
34603	5.18738690181145
34660	16.5005484616853
34671	13.7537450180743
34683	16.8499552462344
34694	29.3530126599111
34706	34.7945890077384
34717	36.4201872975281
34729	36.3615107706701
34740	33.8369507360149
34752	33.7343531362746
34763	33.040776692162
34774	32.1062473581597
34786	32.6580476169267
34797	32.2914546651337
34809	29.8969813454782
34820	37.5996522405285
34832	34.7181494009256
34843	38.7899860132966
34854	38.2289372203933
34866	38.7836578011238
34877	38.1360288808676
34889	35.8952650117239
34900	35.6880611473647
34912	36.554928211529
34923	36.1251582316315
34935	37.5179600322054
34946	38.0486392331375
34958	38.8190677060812
34969	38.7227425627177
34980	38.7276201733811
34992	39.1857811412323
35003	40.0257798120867
35015	41.443205428637
35026	42.4675777622961
35038	42.8523954992922
35049	41.9936868938917
35061	44.4279030406747
35072	43.1740696491325
35083	43.4979137828679
35095	44.5947795373866
35106	47.3143275694981
35118	50.5536086565592
35129	49.3354225403807
35141	49.6553776263447
35152	53.9639972784688
35163	47.0823182616083
35175	46.1876181605847
35186	50.2694867815629
35198	47.6665351880745
35209	48.1209959674733
35221	49.4044690557367
35232	48.4337790405919
35244	48.62489649578
35255	49.5153639410069
35266	49.5596043180492
35278	49.9920478101755
35289	49.3277659428297
35312	52.5001393234318
35324	54.0886982314854
35335	54.6076099388084
35347	54.4895641388026
35358	52.2390040095865
35370	51.5254526840835
35381	51.5870508688545
35392	52.8484029431307
35404	51.4739907098356
35415	51.7094115516294
35427	52.1289844129904
35438	49.0954989456542
35450	49.2130670096359
35461	50.5781740341557
35472	49.1896833887573
35484	49.1452171866611
35495	49.9599533486616
35507	49.1930188771782
35518	49.2053330119204
35530	50.9475908482858
35541	50.3667481313034
35553	49.5963321400563
35564	50.1967205709953
35575	47.1035870087661
35587	51.2630101056039
35598	51.5079656117094
35610	49.7255115124429
35621	49.4273891793002
35633	48.0255756517586
35644	48.3554041432376
35656	47.5443037696509
35667	47.7705631495417
35679	48.3681824059694
35690	48.9625344669769
35701	47.0620835222721
35713	48.6484317579473
35724	49.0962967657047
35736	47.4571381374359
35747	50.2550297339966
35759	49.4152889697171
35770	50.344835690186
35781	50.3292115056419
35793	48.7646128303836
35804	47.9304288380638
35816	46.6865179097464
35827	45.4166115039067
35839	47.4130322942932
35850	46.1531455161156
35862	47.4633047390177
35873	48.0248723571441
37361	0.394714490472189
37429	5.12317560014796
37441	3.1383782935969
37452	0.41089119966183
50442	-4.16471941604084
50453	-7.36151051187619
50465	0.772348121762946
50476	-0.202636981667936
50487	-0.34690220065667
50499	2.44763047139341
50510	2.91429362537766
50522	-0.847099741069068
50533	-1.58194924946265
50545	-1.74973080829008
50567	-2.30878374871636
50579	-9.26169823875166
50590	-7.05948193637763
50602	-3.47021388199264
50613	-12.1445369064412
50625	-11.6970019805156
50716	-14.9689422901211
50728	-13.1835435226464
50739	-8.71004181847097
50751	-3.5196127542138
50762	-10.457203365063
50774	-14.5464613542618
50785	-11.7864106404139
50796	-13.4929332148369
50842	-17.6331147351776
50865	-16.4170410064457
50876	-11.7289165611974
50888	-16.4324551559885
50899	-17.8831931858402
50922	-14.0595826789846
50934	-19.7269605557325
50945	-8.04167258388183
50957	-14.5758575752245
50968	-14.8431532676255
50979	-13.9165272359481
50991	-8.66183824769026
51163	-15.8242119358395
51174	-12.1477502654201
51185	2.54815397041061
51197	1.90782372212617
58144	-8.71010693577236
58155	-9.9709904758123
58166	-7.31770098333239
58178	-4.22960382122368
58189	-4.37752223989856
58201	-0.0445014958751565
58212	-0.261132150808068
59002	22.7060634759797
59013	24.1821858024533
59025	21.8543233980048
59036	24.0272777291535
59048	24.2133236159726
59059	26.5947858768021
59071	22.111239981107
59082	21.5055628383337
59105	22.3756621956949
59116	16.8932463076785
59128	21.8729661639795
59139	18.7185577143683
59151	17.6162804604525
59174	23.3013791964662
59185	27.5741053499803
59196	27.1992832855968
59208	18.6520888235802
59219	19.3061578483598
59231	17.3732528775646
59242	20.9472270644156
59254	19.7456889890247
59265	21.883413264887
59277	24.7962202498759
59288	25.8001994020803
59300	30.9511486047067
59311	30.5567547405352
59322	30.2726689327168
